candidate	workload	session	block_order_seed	cross_cell_seed	block	condition	order_in_block	process_interval_seconds	work_time_seconds	exit_code	behavior_ok	coverage_artifact_ok	timed_out	import_exit_code	import_timed_out	timestamp
gd-tools	w03	4	1119226850	251795669	1	C	2	27.5734	24.311945	0	True	True	False	0	False	1789941578.157
gd-tools	w05	4	762279462	251795669	1	B1	0	5.2093	1.954250	0	True		False	0	False	1789941585.701
gd-tools	w05	4	762279462	251795669	1	C	1	5.4478	2.015505	0	True	True	False	0	False	1789941593.498
gd-tools	w05	4	762279462	251795669	1	B0	2	5.1963	1.928208	0	True		False	0	False	1789941601.045
nano-coverage	w05	4	4178421986	251795669	1	B0	0	5.2147	1.955007	0	True		False	0	False	1789941608.877
nano-coverage	w05	4	4178421986	251795669	1	C	1	7.4238	5.634169	0	True	True	False	0	False	1789941619.577
nano-coverage	w11	4	4161760087	251795669	1	C	0	8.3976	6.392023	0	True	True	False	0	False	1789941633.679
nano-coverage	w11	4	4161760087	251795669	1	B0	1	3.6753	1.748465	0	True		False	0	False	1789941642.426
nano-coverage	w01	4	2474831153	251795669	1	B0	0	1.7042		0	True		False	0	False	1789941646.750
nano-coverage	w01	4	2474831153	251795669	1	C	1	1.7648		0	True	True	False	0	False	1789941651.888
nano-coverage	w03	4	1548433285	251795669	2	B0	0	3.5591	1.961213	0	True		False	0	False	1789941659.858
nano-coverage	w03	4	1548433285	251795669	2	C	1	21.2021	19.535912	0	True	True	False	0	False	1789941686.121
gd-tools	w01	4	1511808928	251795669	2	B0	0	3.2828		0	True		False	0	False	1789941691.742
gd-tools	w01	4	1511808928	251795669	2	C	1	3.4040		0	True	True	False	0	False	1789941697.480
gd-tools	w01	4	1511808928	251795669	2	B1	2	3.2485		0	True		False	0	False	1789941703.082
gd-tools	w11	4	3880832674	251795669	2	B0	0	5.2081	1.726886	0	True		False	0	False	1789941713.050
gd-tools	w11	4	3880832674	251795669	2	B1	1	5.2115	1.742881	0	True		False	0	False	1789941723.029
gd-tools	w11	4	3880832674	251795669	2	C	2	11.3231	7.700217	0	True	True	False	0	False	1789941739.092
gd-tools	w03	4	1119226850	251795669	2	C	0	27.2203	23.875024	0	True	True	False	0	False	1789941770.451
gd-tools	w03	4	1119226850	251795669	2	B0	1	5.1098	1.948892	0	True		False	0	False	1789941779.696
gd-tools	w03	4	1119226850	251795669	2	B1	2	5.1196	1.931544	0	True		False	0	False	1789941789.051
gd-tools	w05	4	762279462	251795669	2	C	0	5.4436	2.031636	0	True	True	False	0	False	1789941796.924
gd-tools	w05	4	762279462	251795669	2	B0	1	5.1953	1.955854	0	True		False	0	False	1789941804.454
gd-tools	w05	4	762279462	251795669	2	B1	2	5.2006	1.918955	0	True		False	0	False	1789941811.989
nano-coverage	w05	4	4178421986	251795669	2	C	0	7.5650	5.703140	0	True	True	False	0	False	1789941822.830
nano-coverage	w05	4	4178421986	251795669	2	B0	1	3.6250	1.925374	0	True		False	0	False	1789941829.073
nano-coverage	w11	4	4161760087	251795669	2	B0	0	3.6786	1.717782	0	True		False	0	False	1789941837.821
nano-coverage	w11	4	4161760087	251795669	2	C	1	8.5494	6.435067	0	True	True	False	0	False	1789941852.049
nano-coverage	w01	4	2474831153	251795669	2	B0	0	1.7016		0	True		False	0	False	1789941856.371
nano-coverage	w01	4	2474831153	251795669	2	C	1	1.7940		0	True	True	False	0	False	1789941861.440
nano-coverage	w03	4	1548433285	251795669	3	C	0	20.3506	18.603622	0	True	True	False	0	False	1789941886.838
nano-coverage	w03	4	1548433285	251795669	3	B0	1	3.5776	1.956123	0	True		False	0	False	1789941894.812
gd-tools	w01	4	1511808928	251795669	3	B1	0	3.2480		0	True		False	0	False	1789941900.403
gd-tools	w01	4	1511808928	251795669	3	B0	1	3.2440		0	True		False	0	False	1789941905.980
gd-tools	w01	4	1511808928	251795669	3	C	2	3.3862		0	True	True	False	0	False	1789941911.700
gd-tools	w11	4	3880832674	251795669	3	B0	0	5.1971	1.748831	0	True		False	0	False	1789941921.725
gd-tools	w11	4	3880832674	251795669	3	C	1	11.3947	7.745664	0	True	True	False	0	False	1789941937.859
gd-tools	w11	4	3880832674	251795669	3	B1	2	5.2046	1.728112	0	True		False	0	False	1789941947.818
gd-tools	w03	4	1119226850	251795669	3	B1	0	5.1010	1.963054	0	True		False	0	False	1789941956.969
gd-tools	w03	4	1119226850	251795669	3	C	1	27.2222	23.919090	0	True	True	False	0	False	1789941988.273
gd-tools	w03	4	1119226850	251795669	3	B0	2	5.1439	1.947778	0	True		False	0	False	1789941997.627
gd-tools	w05	4	762279462	251795669	3	B1	0	5.1992	1.961354	0	True		False	0	False	1789942005.165
gd-tools	w05	4	762279462	251795669	3	B0	1	5.2260	1.938982	0	True		False	0	False	1789942012.821
gd-tools	w05	4	762279462	251795669	3	C	2	5.5361	2.075379	0	True	True	False	0	False	1789942020.696
nano-coverage	w05	4	4178421986	251795669	3	C	0	8.1712	6.339472	0	True	True	False	0	False	1789942032.145
nano-coverage	w05	4	4178421986	251795669	3	B0	1	3.6980	1.944603	0	True		False	0	False	1789942038.459
nano-coverage	w11	4	4161760087	251795669	3	B0	0	3.6879	1.740397	0	True		False	0	False	1789942047.182
nano-coverage	w11	4	4161760087	251795669	3	C	1	9.1710	7.179613	0	True	True	False	0	False	1789942062.076
nano-coverage	w01	4	2474831153	251795669	3	C	0	1.8548		0	True	True	False	0	False	1789942067.209
nano-coverage	w01	4	2474831153	251795669	3	B0	1	1.6719		0	True		False	0	False	1789942071.508
nano-coverage	w03	4	1548433285	251795669	4	B0	0	3.5199	1.923044	0	True		False	0	False	1789942079.531
nano-coverage	w03	4	1548433285	251795669	4	C	1	20.3679	18.640866	0	True	True	False	0	False	1789942104.979
gd-tools	w01	4	1511808928	251795669	4	C	0	3.5020		0	True	True	False	0	False	1789942110.814
gd-tools	w01	4	1511808928	251795669	4	B0	1	3.3463		0	True		False	0	False	1789942116.498
gd-tools	w01	4	1511808928	251795669	4	B1	2	3.2657		0	True		False	0	False	1789942122.103
gd-tools	w11	4	3880832674	251795669	4	C	0	11.5812	7.870866	0	True	True	False	0	False	1789942138.439
gd-tools	w11	4	3880832674	251795669	4	B0	1	5.1972	1.741698	0	True		False	0	False	1789942148.402
gd-tools	w11	4	3880832674	251795669	4	B1	2	5.2931	1.758095	0	True		False	0	False	1789942158.564
gd-tools	w03	4	1119226850	251795669	4	B0	0	5.0096	1.917482	0	True		False	0	False	1789942167.811
gd-tools	w03	4	1119226850	251795669	4	C	1	27.6156	24.311112	0	True	True	False	0	False	1789942199.542
gd-tools	w03	4	1119226850	251795669	4	B1	2	5.0140	1.911395	0	True		False	0	False	1789942208.770
gd-tools	w05	4	762279462	251795669	4	B0	0	5.3005	1.980373	0	True		False	0	False	1789942216.410
gd-tools	w05	4	762279462	251795669	4	C	1	5.4331	2.028138	0	True	True	False	0	False	1789942224.183
gd-tools	w05	4	762279462	251795669	4	B1	2	5.2155	1.926869	0	True		False	0	False	1789942231.734
nano-coverage	w05	4	4178421986	251795669	4	B0	0	3.6925	1.941598	0	True		False	0	False	1789942238.058
nano-coverage	w05	4	4178421986	251795669	4	C	1	7.3862	5.591295	0	True	True	False	0	False	1789942248.722
nano-coverage	w11	4	4161760087	251795669	4	C	0	8.6687	6.652775	0	True	True	False	0	False	1789942263.128
nano-coverage	w11	4	4161760087	251795669	4	B0	1	3.7001	1.744224	0	True		False	0	False	1789942271.858
nano-coverage	w01	4	2474831153	251795669	4	C	0	1.8497		0	True	True	False	0	False	1789942276.983
nano-coverage	w01	4	2474831153	251795669	4	B0	1	1.6916		0	True		False	0	False	1789942281.393
nano-coverage	w03	4	1548433285	251795669	5	B0	0	3.5464	1.940446	0	True		False	0	False	1789942289.393
nano-coverage	w03	4	1548433285	251795669	5	C	1	20.0986	18.371235	0	True	True	False	0	False	1789942314.471
gd-tools	w01	4	1511808928	251795669	5	B1	0	3.2434		0	True		False	0	False	1789942320.056
gd-tools	w01	4	1511808928	251795669	5	C	1	3.4248		0	True	True	False	0	False	1789942325.820
gd-tools	w01	4	1511808928	251795669	5	B0	2	3.2457		0	True		False	0	False	1789942331.401
gd-tools	w11	4	3880832674	251795669	5	B1	0	5.3061	1.750813	0	True		False	0	False	1789942341.452
gd-tools	w11	4	3880832674	251795669	5	B0	1	5.2080	1.724036	0	True		False	0	False	1789942351.492
gd-tools	w11	4	3880832674	251795669	5	C	2	11.6889	7.947708	0	True	True	False	0	False	1789942367.925
gd-tools	w03	4	1119226850	251795669	5	C	0	27.5917	24.263536	0	True	True	False	0	False	1789942399.624
gd-tools	w03	4	1119226850	251795669	5	B1	1	5.1072	1.939387	0	True		False	0	False	1789942408.824
gd-tools	w03	4	1119226850	251795669	5	B0	2	5.1077	1.935038	0	True		False	0	False	1789942418.008
gd-tools	w05	4	762279462	251795669	5	B0	0	5.2062	1.932850	0	True		False	0	False	1789942425.558
gd-tools	w05	4	762279462	251795669	5	B1	1	5.1956	1.949610	0	True		False	0	False	1789942433.096
gd-tools	w05	4	762279462	251795669	5	C	2	5.4535	2.035955	0	True	True	False	0	False	1789942440.887
nano-coverage	w05	4	4178421986	251795669	5	B0	0	3.6713	1.931589	0	True		False	0	False	1789942447.175
nano-coverage	w05	4	4178421986	251795669	5	C	1	7.4291	5.583627	0	True	True	False	0	False	1789942457.882
nano-coverage	w11	4	4161760087	251795669	5	C	0	8.4602	6.431920	0	True	True	False	0	False	1789942472.007
nano-coverage	w11	4	4161760087	251795669	5	B0	1	3.7189	1.731804	0	True		False	0	False	1789942480.778
nano-coverage	w01	4	2474831153	251795669	5	C	0	1.8162		0	True	True	False	0	False	1789942485.874
nano-coverage	w01	4	2474831153	251795669	5	B0	1	1.7455		0	True		False	0	False	1789942490.332
nano-coverage	w11	5	44310729	2767940968	0	B0	0	3.7138	1.769875	0	True		False	0	False	1789942559.188
nano-coverage	w11	5	44310729	2767940968	0	C	1	8.2109	6.241409	0	True	True	False	0	False	1789942573.108
gd-tools	w03	5	417074996	2767940968	0	C	0	27.1147	23.783294	0	True	True	False	0	False	1789942604.316
gd-tools	w03	5	417074996	2767940968	0	B1	1	5.1093	1.951022	0	True		False	0	False	1789942613.538
gd-tools	w03	5	417074996	2767940968	0	B0	2	5.0140	1.917071	0	True		False	0	False	1789942622.663
gd-tools	w11	5	4170509035	2767940968	0	B0	0	5.2188	1.712079	0	True		False	0	False	1789942632.655
gd-tools	w11	5	4170509035	2767940968	0	B1	1	5.2119	1.710082	0	True		False	0	False	1789942642.744
gd-tools	w11	5	4170509035	2767940968	0	C	2	11.4008	7.709746	0	True	True	False	0	False	1789942658.886
gd-tools	w05	5	10344129	2767940968	0	B1	0	5.2001	1.915764	0	True		False	0	False	1789942666.426
gd-tools	w05	5	10344129	2767940968	0	C	1	5.4639	2.039997	0	True	True	False	0	False	1789942674.231
gd-tools	w05	5	10344129	2767940968	0	B0	2	5.1970	1.906288	0	True		False	0	False	1789942681.763
nano-coverage	w03	5	1002713481	2767940968	0	B0	0	3.5773	1.914237	0	True		False	0	False	1789942689.720
nano-coverage	w03	5	1002713481	2767940968	0	C	1	19.9537	18.249426	0	True	True	False	0	False	1789942714.686
gd-tools	w01	5	4195812747	2767940968	0	B1	0	3.4398		0	True		False	0	False	1789942720.459
gd-tools	w01	5	4195812747	2767940968	0	B0	1	3.2472		0	True		False	0	False	1789942726.045
gd-tools	w01	5	4195812747	2767940968	0	C	2	3.3978		0	True	True	False	0	False	1789942731.877
nano-coverage	w01	5	3249208919	2767940968	0	B0	0	1.7347		0	True		False	0	False	1789942736.240
nano-coverage	w01	5	3249208919	2767940968	0	C	1	1.8651		0	True	True	False	0	False	1789942741.385
nano-coverage	w05	5	110520781	2767940968	0	B0	0	3.7357	1.959743	0	True		False	0	False	1789942747.740
nano-coverage	w05	5	110520781	2767940968	0	C	1	7.5474	5.682409	0	True	True	False	0	False	1789942758.564
nano-coverage	w11	5	44310729	2767940968	1	C	0	8.6181	6.555816	0	True	True	False	0	False	1789942772.893
nano-coverage	w11	5	44310729	2767940968	1	B0	1	3.6744	1.758559	0	True		False	0	False	1789942781.590
gd-tools	w03	5	417074996	2767940968	1	B1	0	5.1095	1.934005	0	True		False	0	False	1789942790.795
gd-tools	w03	5	417074996	2767940968	1	C	1	27.3150	24.038301	0	True	True	False	0	False	1789942822.212
gd-tools	w03	5	417074996	2767940968	1	B0	2	5.1046	1.939907	0	True		False	0	False	1789942831.532
gd-tools	w11	5	4170509035	2767940968	1	B1	0	5.3088	1.753493	0	True		False	0	False	1789942841.608
gd-tools	w11	5	4170509035	2767940968	1	C	1	11.5766	7.878004	0	True	True	False	0	False	1789942858.053
gd-tools	w11	5	4170509035	2767940968	1	B0	2	5.1959	1.719625	0	True		False	0	False	1789942868.006
gd-tools	w05	5	10344129	2767940968	1	C	0	5.5513	2.053473	0	True	True	False	0	False	1789942875.891
gd-tools	w05	5	10344129	2767940968	1	B1	1	5.2020	1.944426	0	True		False	0	False	1789942883.427
gd-tools	w05	5	10344129	2767940968	1	B0	2	5.2310	1.937770	0	True		False	0	False	1789942890.996
nano-coverage	w03	5	1002713481	2767940968	1	B0	0	3.5545	1.937921	0	True		False	0	False	1789942898.916
nano-coverage	w03	5	1002713481	2767940968	1	C	1	21.5365	19.809098	0	True	True	False	0	False	1789942925.530
gd-tools	w01	5	4195812747	2767940968	1	C	0	3.5131		0	True	True	False	0	False	1789942931.377
gd-tools	w01	5	4195812747	2767940968	1	B1	1	3.2540		0	True		False	0	False	1789942936.965
gd-tools	w01	5	4195812747	2767940968	1	B0	2	3.2635		0	True		False	0	False	1789942942.564
nano-coverage	w01	5	3249208919	2767940968	1	B0	0	1.7514		0	True		False	0	False	1789942946.944
nano-coverage	w01	5	3249208919	2767940968	1	C	1	1.7937		0	True	True	False	0	False	1789942952.017
nano-coverage	w05	5	110520781	2767940968	1	B0	0	3.6546	1.920331	0	True		False	0	False	1789942958.382
nano-coverage	w05	5	110520781	2767940968	1	C	1	7.5122	5.679473	0	True	True	False	0	False	1789942969.176
nano-coverage	w11	5	44310729	2767940968	2	C	0	8.2678	6.256393	0	True	True	False	0	False	1789942983.161
nano-coverage	w11	5	44310729	2767940968	2	B0	1	3.7435	1.776229	0	True		False	0	False	1789942991.951
gd-tools	w03	5	417074996	2767940968	2	B0	0	5.1093	1.955219	0	True		False	0	False	1789943001.128
gd-tools	w03	5	417074996	2767940968	2	B1	1	5.1052	1.949271	0	True		False	0	False	1789943010.339
gd-tools	w03	5	417074996	2767940968	2	C	2	27.5698	24.262701	0	True	True	False	0	False	1789943042.120
gd-tools	w11	5	4170509035	2767940968	2	B1	0	5.2903	1.738399	0	True		False	0	False	1789943052.179
gd-tools	w11	5	4170509035	2767940968	2	B0	1	5.1979	1.739784	0	True		False	0	False	1789943062.155
gd-tools	w11	5	4170509035	2767940968	2	C	2	11.4962	7.821528	0	True	True	False	0	False	1789943078.400
gd-tools	w05	5	10344129	2767940968	2	B1	0	5.2073	1.944227	0	True		False	0	False	1789943085.963
gd-tools	w05	5	10344129	2767940968	2	B0	1	5.2101	1.908757	0	True		False	0	False	1789943093.512
gd-tools	w05	5	10344129	2767940968	2	C	2	5.4557	2.017974	0	True	True	False	0	False	1789943101.310
nano-coverage	w03	5	1002713481	2767940968	2	B0	0	3.5462	1.920357	0	True		False	0	False	1789943109.241
nano-coverage	w03	5	1002713481	2767940968	2	C	1	21.3328	19.634728	0	True	True	False	0	False	1789943135.568
gd-tools	w01	5	4195812747	2767940968	2	B0	0	3.2558		0	True		False	0	False	1789943141.159
gd-tools	w01	5	4195812747	2767940968	2	C	1	3.3891		0	True	True	False	0	False	1789943146.977
gd-tools	w01	5	4195812747	2767940968	2	B1	2	3.2523		0	True		False	0	False	1789943152.560
nano-coverage	w01	5	3249208919	2767940968	2	B0	0	1.7405		0	True		False	0	False	1789943156.919
nano-coverage	w01	5	3249208919	2767940968	2	C	1	1.7674		0	True	True	False	0	False	1789943162.052
nano-coverage	w05	5	110520781	2767940968	2	B0	0	3.6861	1.944735	0	True		False	0	False	1789943168.358
nano-coverage	w05	5	110520781	2767940968	2	C	1	7.3992	5.575219	0	True	True	False	0	False	1789943179.038
nano-coverage	w11	5	44310729	2767940968	3	C	0	8.6012	6.494142	0	True	True	False	0	False	1789943193.349
nano-coverage	w11	5	44310729	2767940968	3	B0	1	3.7127	1.747248	0	True		False	0	False	1789943202.176
gd-tools	w03	5	417074996	2767940968	3	C	0	27.0192	23.719496	0	True	True	False	0	False	1789943233.308
gd-tools	w03	5	417074996	2767940968	3	B0	1	5.1017	1.948884	0	True		False	0	False	1789943242.490
gd-tools	w03	5	417074996	2767940968	3	B1	2	5.1056	1.942425	0	True		False	0	False	1789943251.707
gd-tools	w11	5	4170509035	2767940968	3	C	0	11.5738	7.890690	0	True	True	False	0	False	1789943268.050
gd-tools	w11	5	4170509035	2767940968	3	B0	1	5.1969	1.723626	0	True		False	0	False	1789943278.026
gd-tools	w11	5	4170509035	2767940968	3	B1	2	5.2866	1.749478	0	True		False	0	False	1789943288.050
gd-tools	w05	5	10344129	2767940968	3	B0	0	5.1035	1.908094	0	True		False	0	False	1789943295.485
gd-tools	w05	5	10344129	2767940968	3	B1	1	5.1960	1.905992	0	True		False	0	False	1789943303.111
gd-tools	w05	5	10344129	2767940968	3	C	2	5.5424	2.039677	0	True	True	False	0	False	1789943310.990
nano-coverage	w03	5	1002713481	2767940968	3	C	0	20.0635	18.340777	0	True	True	False	0	False	1789943336.078
nano-coverage	w03	5	1002713481	2767940968	3	B0	1	3.5812	1.972238	0	True		False	0	False	1789943344.017
gd-tools	w01	5	4195812747	2767940968	3	B0	0	3.2546		0	True		False	0	False	1789943349.609
gd-tools	w01	5	4195812747	2767940968	3	B1	1	3.2540		0	True		False	0	False	1789943355.196
gd-tools	w01	5	4195812747	2767940968	3	C	2	3.3931		0	True	True	False	0	False	1789943361.019
nano-coverage	w01	5	3249208919	2767940968	3	C	0	1.7940		0	True	True	False	0	False	1789943366.086
nano-coverage	w01	5	3249208919	2767940968	3	B0	1	1.7173		0	True		False	0	False	1789943370.419
nano-coverage	w05	5	110520781	2767940968	3	C	0	7.3946	5.645175	0	True	True	False	0	False	1789943381.089
nano-coverage	w05	5	110520781	2767940968	3	B0	1	3.6909	1.947821	0	True		False	0	False	1789943387.401
nano-coverage	w11	5	44310729	2767940968	4	B0	0	3.6658	1.731925	0	True		False	0	False	1789943396.101
nano-coverage	w11	5	44310729	2767940968	4	C	1	8.4508	6.429207	0	True	True	False	0	False	1789943410.342
gd-tools	w03	5	417074996	2767940968	4	B0	0	5.1036	1.936882	0	True		False	0	False	1789943419.563
gd-tools	w03	5	417074996	2767940968	4	C	1	27.7667	24.428910	0	True	True	False	0	False	1789943451.416
gd-tools	w03	5	417074996	2767940968	4	B1	2	5.1057	1.921282	0	True		False	0	False	1789943460.722
gd-tools	w11	5	4170509035	2767940968	4	B0	0	5.2952	1.763726	0	True		False	0	False	1789943470.762
gd-tools	w11	5	4170509035	2767940968	4	C	1	11.5764	7.873179	0	True	True	False	0	False	1789943487.165
gd-tools	w11	5	4170509035	2767940968	4	B1	2	5.2902	1.724744	0	True		False	0	False	1789943497.222
gd-tools	w05	5	10344129	2767940968	4	C	0	5.4618	2.035243	0	True	True	False	0	False	1789943505.016
gd-tools	w05	5	10344129	2767940968	4	B0	1	5.2023	1.962006	0	True		False	0	False	1789943512.556
gd-tools	w05	5	10344129	2767940968	4	B1	2	5.2013	1.934738	0	True		False	0	False	1789943520.187
nano-coverage	w03	5	1002713481	2767940968	4	C	0	20.2708	18.528478	0	True	True	False	0	False	1789943545.517
nano-coverage	w03	5	1002713481	2767940968	4	B0	1	3.5721	1.931321	0	True		False	0	False	1789943553.472
gd-tools	w01	5	4195812747	2767940968	4	B1	0	3.2610		0	True		False	0	False	1789943559.164
gd-tools	w01	5	4195812747	2767940968	4	C	1	3.4002		0	True	True	False	0	False	1789943564.904
gd-tools	w01	5	4195812747	2767940968	4	B0	2	3.2600		0	True		False	0	False	1789943570.502
nano-coverage	w01	5	3249208919	2767940968	4	C	0	1.8348		0	True	True	False	0	False	1789943575.612
nano-coverage	w01	5	3249208919	2767940968	4	B0	1	1.6890		0	True		False	0	False	1789943579.920
nano-coverage	w05	5	110520781	2767940968	4	C	0	7.5756	5.769212	0	True	True	False	0	False	1789943590.771
nano-coverage	w05	5	110520781	2767940968	4	B0	1	3.6999	1.961953	0	True		False	0	False	1789943597.092
nano-coverage	w11	5	44310729	2767940968	5	B0	0	3.5990	1.719407	0	True		False	0	False	1789943605.755
nano-coverage	w11	5	44310729	2767940968	5	C	1	9.0591	7.035019	0	True	True	False	0	False	1789943620.495
gd-tools	w03	5	417074996	2767940968	5	B1	0	5.0188	1.906275	0	True		False	0	False	1789943629.708
gd-tools	w03	5	417074996	2767940968	5	B0	1	5.1076	1.942845	0	True		False	0	False	1789943638.979
gd-tools	w03	5	417074996	2767940968	5	C	2	27.7582	24.440795	0	True	True	False	0	False	1789943670.903
gd-tools	w11	5	4170509035	2767940968	5	C	0	11.2982	7.670113	0	True	True	False	0	False	1789943686.922
gd-tools	w11	5	4170509035	2767940968	5	B1	1	5.2952	1.740798	0	True		False	0	False	1789943697.036
gd-tools	w11	5	4170509035	2767940968	5	B0	2	5.2021	1.743117	0	True		False	0	False	1789943706.985
gd-tools	w05	5	10344129	2767940968	5	B0	0	5.1948	1.915862	0	True		False	0	False	1789943714.516
gd-tools	w05	5	10344129	2767940968	5	C	1	5.5379	2.076811	0	True	True	False	0	False	1789943722.387
gd-tools	w05	5	10344129	2767940968	5	B1	2	5.1945	1.955999	0	True		False	0	False	1789943729.917
nano-coverage	w03	5	1002713481	2767940968	5	C	0	20.0606	18.311777	0	True	True	False	0	False	1789943755.047
nano-coverage	w03	5	1002713481	2767940968	5	B0	1	3.5733	1.947731	0	True		False	0	False	1789943763.103
gd-tools	w01	5	4195812747	2767940968	5	C	0	3.3988		0	True	True	False	0	False	1789943768.840
gd-tools	w01	5	4195812747	2767940968	5	B0	1	3.2553		0	True		False	0	False	1789943774.438
gd-tools	w01	5	4195812747	2767940968	5	B1	2	3.3506		0	True		False	0	False	1789943780.126
nano-coverage	w01	5	3249208919	2767940968	5	C	0	1.8376		0	True	True	False	0	False	1789943785.238
nano-coverage	w01	5	3249208919	2767940968	5	B0	1	1.7288		0	True		False	0	False	1789943789.594
nano-coverage	w05	5	110520781	2767940968	5	C	0	7.5429	5.665660	0	True	True	False	0	False	1789943800.413
nano-coverage	w05	5	110520781	2767940968	5	B0	1	3.6505	1.932455	0	True		False	0	False	1789943806.683
nano-coverage	w05	6	2235541851	1456779339	0	B0	0	3.6869	1.943493	0	True		False	0	False	1789943873.129
nano-coverage	w05	6	2235541851	1456779339	0	C	1	7.7549	5.900921	0	True	True	False	0	False	1789943884.161
gd-tools	w05	6	2349607069	1456779339	0	C	0	5.5406	2.019124	0	True	True	False	0	False	1789943892.036
gd-tools	w05	6	2349607069	1456779339	0	B0	1	5.1078	1.903033	0	True		False	0	False	1789943899.479
gd-tools	w05	6	2349607069	1456779339	0	B1	2	5.2957	1.984853	0	True		False	0	False	1789943907.108
nano-coverage	w03	6	3718515588	1456779339	0	C	0	20.2276	18.544464	0	True	True	False	0	False	1789943932.346
nano-coverage	w03	6	3718515588	1456779339	0	B0	1	3.5279	1.925161	0	True		False	0	False	1789943940.254
nano-coverage	w01	6	3216847846	1456779339	0	B0	0	1.6988		0	True		False	0	False	1789943944.666
nano-coverage	w01	6	3216847846	1456779339	0	C	1	1.8445		0	True	True	False	0	False	1789943949.788
gd-tools	w01	6	436588913	1456779339	0	B1	0	3.2528		0	True		False	0	False	1789943955.388
gd-tools	w01	6	436588913	1456779339	0	B0	1	3.2519		0	True		False	0	False	1789943961.072
gd-tools	w01	6	436588913	1456779339	0	C	2	3.3913		0	True	True	False	0	False	1789943966.897
gd-tools	w03	6	3211949957	1456779339	0	C	0	27.3286	24.012217	0	True	True	False	0	False	1789943998.315
gd-tools	w03	6	3211949957	1456779339	0	B0	1	5.1073	1.954963	0	True		False	0	False	1789944007.572
gd-tools	w03	6	3211949957	1456779339	0	B1	2	5.2026	1.919478	0	True		False	0	False	1789944016.939
nano-coverage	w11	6	4008082777	1456779339	0	C	0	8.3904	6.390659	0	True	True	False	0	False	1789944031.056
nano-coverage	w11	6	4008082777	1456779339	0	B0	1	3.6868	1.713051	0	True		False	0	False	1789944039.817
gd-tools	w11	6	4022893702	1456779339	0	B0	0	5.2019	1.732064	0	True		False	0	False	1789944049.798
gd-tools	w11	6	4022893702	1456779339	0	B1	1	5.2006	1.721956	0	True		False	0	False	1789944059.768
gd-tools	w11	6	4022893702	1456779339	0	C	2	11.4936	7.792189	0	True	True	False	0	False	1789944076.048
nano-coverage	w05	6	2235541851	1456779339	1	C	0	7.4827	5.635756	0	True	True	False	0	False	1789944086.809
nano-coverage	w05	6	2235541851	1456779339	1	B0	1	3.6641	1.932813	0	True		False	0	False	1789944093.186
gd-tools	w05	6	2349607069	1456779339	1	B0	0	5.2035	1.910567	0	True		False	0	False	1789944100.723
gd-tools	w05	6	2349607069	1456779339	1	B1	1	5.2446	1.965224	0	True		False	0	False	1789944108.301
gd-tools	w05	6	2349607069	1456779339	1	C	2	5.4523	2.028218	0	True	True	False	0	False	1789944116.090
nano-coverage	w03	6	3718515588	1456779339	1	C	0	20.1878	18.435764	0	True	True	False	0	False	1789944141.436
nano-coverage	w03	6	3718515588	1456779339	1	B0	1	3.6518	1.955191	0	True		False	0	False	1789944149.495
nano-coverage	w01	6	3216847846	1456779339	1	C	0	1.7725		0	True	True	False	0	False	1789944154.545
nano-coverage	w01	6	3216847846	1456779339	1	B0	1	1.7196		0	True		False	0	False	1789944158.886
gd-tools	w01	6	436588913	1456779339	1	C	0	3.4085		0	True	True	False	0	False	1789944164.631
gd-tools	w01	6	436588913	1456779339	1	B0	1	3.2527		0	True		False	0	False	1789944170.326
gd-tools	w01	6	436588913	1456779339	1	B1	2	3.2563		0	True		False	0	False	1789944176.013
gd-tools	w03	6	3211949957	1456779339	1	B1	0	5.1098	1.952091	0	True		False	0	False	1789944185.252
gd-tools	w03	6	3211949957	1456779339	1	B0	1	5.1078	1.955537	0	True		False	0	False	1789944194.514
gd-tools	w03	6	3211949957	1456779339	1	C	2	27.3902	24.042875	0	True	True	False	0	False	1789944226.084
nano-coverage	w11	6	4008082777	1456779339	1	B0	0	3.6992	1.765877	0	True		False	0	False	1789944234.855
nano-coverage	w11	6	4008082777	1456779339	1	C	1	8.3952	6.334250	0	True	True	False	0	False	1789944249.066
gd-tools	w11	6	4022893702	1456779339	1	C	0	11.4986	7.813431	0	True	True	False	0	False	1789944265.314
gd-tools	w11	6	4022893702	1456779339	1	B1	1	5.3151	1.723542	0	True		False	0	False	1789944275.422
gd-tools	w11	6	4022893702	1456779339	1	B0	2	5.2951	1.738890	0	True		False	0	False	1789944285.507
nano-coverage	w05	6	2235541851	1456779339	2	C	0	7.4704	5.660593	0	True	True	False	0	False	1789944296.266
nano-coverage	w05	6	2235541851	1456779339	2	B0	1	3.7732	1.951492	0	True		False	0	False	1789944302.659
gd-tools	w05	6	2349607069	1456779339	2	B1	0	5.2099	1.944900	0	True		False	0	False	1789944310.310
gd-tools	w05	6	2349607069	1456779339	2	C	1	5.4400	2.027840	0	True	True	False	0	False	1789944318.086
gd-tools	w05	6	2349607069	1456779339	2	B0	2	5.1990	1.962561	0	True		False	0	False	1789944325.713
nano-coverage	w03	6	3718515588	1456779339	2	B0	0	3.6362	1.964026	0	True		False	0	False	1789944333.765
nano-coverage	w03	6	3718515588	1456779339	2	C	1	22.5345	20.750155	0	True	True	False	0	False	1789944361.363
